date,question,committee,project,responsible,attendees
2025-05-28,Posėdžio darbotvarkės tvirtinimas,Užsienio reikalų komitetas,,R.  MotuzasE.  Zelenka,
2025-05-28,Ministro ataskaita apie 2025 m. gegužės 20 d. Europos Sąjungos Užsienio reikalų tarybos (gynybos klausimais) posėdį  ( uždaras ),Užsienio reikalų komitetas,,R.  MotuzasL.  Plyniuvienė,
2025-05-28,Ministro ataskaita apie 2025 m. gegužės 20 d. Europos Sąjungos Užsienio reikalų tarybos posėdį ( uždaras ),Užsienio reikalų komitetas,,R.  MotuzasJ.  Valantinas,
2025-05-28,"Ministro ataskaita apie Europos Sąjungos Užsienio reikalų tarybos (vystymosi klausimais) posėdį, vykusį 2025 m. gegužės 26 d. ( uždaras )",Užsienio reikalų komitetas,,R.  MotuzasL.  Plyniuvienė,
2025-05-28,Užsienio reikalų ministerijos Vystomojo bendradarbiavimo ir paramos demokratijai programos įgyvendinimo 2024 metų ataskaita,Užsienio reikalų komitetas,,R.  MotuzasL.  Plyniuvienė,
2025-05-28,Įstatymo „Dėl Energetikos chartijos sutarties denonsavimo“ projektas,Užsienio reikalų komitetas,XVP-380,L.  BalsysA.  LydekaL.  Plyniuvienė,
2025-05-28,Kiti klausimai,Užsienio reikalų komitetas,,R.  MotuzasE.  Zelenka,
2025-05-21,Posėdžio darbotvarkės tvirtinimas,Užsienio reikalų komitetas,,R.  BudbergytėD.  Asevičienė,
2025-05-21,Lietuvos Respublikos pozicijų pristatymas prieš vykstant į  Europos Sąjungos Bendrųjų reikalų tarybos 2025 m. gegužės 27 d. posėdį ( uždaras ) Kviečiami dalyvauti: ​ Užsienio reikalų ministras Kęstutis Budrys ​,Užsienio reikalų komitetas,,R.  MotuzasV.  Čmilytė-NielsenM.  Lukoševičius,
2025-05-21,Posėdžio darbotvarkės tvirtinimas,Užsienio reikalų komitetas,,R.  MotuzasE.  Zelenka,
2025-05-21,Ministro ataskaita apie 2025 m. gegužės 15 d. Europos Sąjungos Užsienio reikalų tarybos (prekybos klausimais) posėdį ( uždaras ),Užsienio reikalų komitetas,,R.  MotuzasL.  Plyniuvienė,
2025-05-21,Lietuvos Respublikos pozicijų pristatymas prieš Europos Sąjungos Užsienio reikalų tarybos (vystymosi klausimais) 2025 m. gegužės 26 d. posėdį  ( uždaras ),Užsienio reikalų komitetas,,R.  MotuzasL.  Plyniuvienė,
2025-05-21,Kiti klausimai,Užsienio reikalų komitetas,,R.  MotuzasE.  Zelenka,
2025-05-14,Posėdžio darbotvarkės tvirtinimas,Užsienio reikalų komitetas,,R.  MotuzasE.  Zelenka,
2025-05-14,Ministro informacija apie 2024 m. gegužės 7–8 d. vykusį neformalų Europos Sąjungos užsienio reikalų ministrų (Gymnich) susitikimą  ( uždaras ),Užsienio reikalų komitetas,,R.  MotuzasI.  Milašiūtė,
2025-05-14,Lietuvos Respublikos pozicijų pristatymas prieš Europos Sąjungos Užsienio reikalų tarybos 2025 m. gegužės 20 d. posėdį  ( uždaras ),Užsienio reikalų komitetas,,R.  MotuzasI.  Milašiūtė,
2025-05-14,Lietuvos Respublikos pozicijų pristatymas prieš Europos Sąjungos Užsienio reikalų tarybos (prekybos klausimais) 2025 m. gegužės 15 d. posėdį  ( uždaras ),Užsienio reikalų komitetas,,R.  MotuzasL.  Plyniuvienė,
2025-05-14,Lietuvos Respublikos pozicijų pristatymas prieš Europos Sąjungos Užsienio reikalų tarybos (gynybos klausimais) 2025 m. gegužės 20 d. posėdį ( uždaras ),Užsienio reikalų komitetas,,R.  MotuzasI.  Milašiūtė,
2025-05-14,Diplomatinės tarnybos įstatymo Nr. VIII-1012 pakeitimo įstatymo projektas,Užsienio reikalų komitetas,VIII-1012,R.  MotuzasA.  AžubalisL.  Plyniuvienė,
2025-05-14,Pagrindinis,Užsienio reikalų komitetas,Muitinės įstatymo Nr. IX-2183 3 ir 46 straipsnių pakeitimo įstatymo projektas,,
2025-05-14,Pagrindinis,Užsienio reikalų komitetas,Valstybės sienos ir jos apsaugos įstatymo Nr.VIII-1666 2 ir 4 straipsnių pakeitimo įstatymo projektas,,
2025-05-14,Pagrindinis,Užsienio reikalų komitetas,Krašto apsaugos sistemos organizavimo ir karo tarnybos įstatymo Nr. VIII-723 61 straipsnio pakeitimo įstatymo projektas,,
2025-05-14,Pagrindinis,Užsienio reikalų komitetas,Žvalgybos įstatymo Nr. VIII-1861 64-1 straipsnio pakeitimo įstatymo projektas,,
2025-05-14,Kiti klausimai,Užsienio reikalų komitetas,,R.  MotuzasE.  Zelenka,
2025-05-14,2020 m. Seimo Europos reikalų ir Užsienio reikalų komitetų darbo grupės nuomonės „Dėl pasiūlymų dėl Europos Sąjungos ateities vertinimo ir Lietuvos Respublikos interesų“ apžvalga  ( uždaras ),Užsienio reikalų komitetas,,R.  BaranovasM.  Lukoševičius,
2025-05-14,ES ir vidaus saugumo ir gynybos politikos stiprinimas  ( uždaras ) Kviečiami dalyvauti: Užsienio reikalų viceministras S. Mitkus Krašto apsaugos viceministras dr. K. Aleksa Nacionalinio saugumo ir gynybos komiteto pirmininkas Giedrimas Jeglinskas​,Užsienio reikalų komitetas,,R.  BaranovasI.  ŠimonytėT.  TomilinasL.  BalsysJ.  ŠukevičienėV.  Čmilytė-NielsenR.  Morkūnaitė-MikulėnienėV.  ĄžuolasK.  NeimantasE.  ZingerisA.  AžubalisM.  Lukoševičius,
2025-05-14,Kiti klausimai,Užsienio reikalų komitetas,,R.  BaranovasM.  Lukoševičius,
2025-05-07,Posėdžio darbotvarkės tvirtinimas,Užsienio reikalų komitetas,,R.  MotuzasE.  Zelenka,
2025-05-07,Lietuvos diasporos politikos strateginių gairių „Globali Lietuva“ 2022–2030 m. veiksmų plano įgyvendinimo 2024 m. ataskaita,Užsienio reikalų komitetas,,R.  MotuzasL.  Plyniuvienė,
2025-05-07,R.  Motuzas L.  Plyniuvienė,Užsienio reikalų komitetas,,,
2025-05-07,Kiti klausimai,Užsienio reikalų komitetas,,R.  MotuzasE.  Zelenka,
2025-04-23,Posėdžio darbotvarkės tvirtinimas,Užsienio reikalų komitetas,,R.  MotuzasE.  Zelenka,
2025-04-23,"Įstatymo ""Dėl Konvencijos dėl priešpėstinių minų naudojimo, kaupimo, gamybos ir perdavimo uždraudimo ir dėl jų sunaikinimo denonsavimo"" projektas",Užsienio reikalų komitetas,XVP-305,R.  MotuzasŽ.  PavilionisL.  Plyniuvienė,
2025-04-23,Kiti klausimai,Užsienio reikalų komitetas,,R.  MotuzasE.  Zelenka,
