date,question,committee,project,responsible,attendees
2025-06-04,Kiti klausimai,Ateities komitetas,,V.  GrubliauskasK.  Gulbinskienė,
2025-05-21,Posėdžio darbotvarkės tvirtinimas,Ateities komitetas,,V.  GrubliauskasK.  Gulbinskienė,
2025-05-21,Dėl Seimo Ateities komiteto sprendimo dėl regioninės raidos planavimo ir vystymo projekto,Ateities komitetas,,I.  GelažnikienėE.  KirkutisA.  AugustinaitisM.  Paulauskė,
2025-05-21,Kiti klausimai,Ateities komitetas,,V.  GrubliauskasK.  Gulbinskienė,
2025-05-21,Posėdžio darbotvarkės tvirtinimas,Ateities komitetas,,V.  GrubliauskasV.  AleknavičienėK.  GulbinskienėL.  Vingrytė,
2025-05-21,"Švietimas kaip valstybės pažangos veiksnys: strateginė vizija Kviečiami dalyvauti: ​ Lietuvos Respublikos švietimo, mokslo ir sporto ministrė Raminta Popovienė Vilniaus universiteto Tarptautinių santykių ir politikos mokslų instituto vyresnioji mokslo darbuotoja Nerija Putinaitė VšĮ „Švietimas numeris vienas“ vadovė Laura Masiliauskaitė Tarptautinė švietimo ekspertė, pasaulinės iniciatyvos „Think Equal“ vyresnioji tarptautinė patarėja Lina Benetė „EdTech Lietuva“ valdybos narys Šarūnas Dignaitis​ Lietuvos Respublikos Prezidento Švietimo, mokslo ir kultūros grupės vadovė, vyriausioji patarėja Jolanta Karpavičienė Lietuvos Respublikos Ministro Pirmininko patarėjas švietimo, inovacijų ir infrastruktūros klausimais Marius Skarupskas Vyriausybės kanceliarijos Strateginio valdymo grupės patarėja Modesta Kairytė",Ateities komitetas,,A.  Jakavičiutė-MiliauskienėL.  KazlavickasG.  ViliūnasA.  GrigienėL.  Vingrytė,
2025-05-14,Posėdžio darbotvarkės tvirtinimas,Ateities komitetas,,V.  GrubliauskasK.  Gulbinskienė,
2025-05-14,Regioninės raidos planavimas ir valdymas Kviečiami dalyvauti: ​ Lietuvos Respublikos ekonomikos ir inovacijų viceministras Marius Stasiukaitis Akmenės rajono savivaldybės meras Vitalijus Mitrofanovas Tauragės rajono savivaldybės meras Dovydas Kaminskas Klaipėdos rajono savivaldybės vicemeras Vytautas Butkus Lietuvos Respublikos vidaus reikalų ministerijos Regioninės politikos grupės vyriausiasis patarėjas Andrius Valickas Lietuvos socialinių mokslų centro Sociologijos instituto Regionų ir miestų tyrimų skyriaus vadovas dr. Donatas Burneika​,Ateities komitetas,,I.  GelažnikienėE.  KirkutisA.  AugustinaitisM.  Paulauskė,
2025-05-14,Dėl Seimo Ateities komiteto sprendimo dėl Ateities kultūros politikos,Ateities komitetas,,V.  GrubliauskasK.  VilkauskasS.  KairysG.  ViliūnasA.  Grigienė,
2025-05-14,Kiti klausimai,Ateities komitetas,,V.  GrubliauskasK.  Gulbinskienė,
2025-05-07,Posėdžio darbotvarkės tvirtinimas,Ateities komitetas,,V.  GrubliauskasK.  VilkauskasK.  GulbinskienėR.  Varanauskienė,
2025-05-07,"Ateities kultūros politika Kviečiami dalyvauti: ​ Lietuvos Respublikos kultūros ministras Šarūnas Birutis Lietuvos Respublikos Ministro Pirmininko patarėjas kultūros klausimais Matas Drukteinis Lietuvos Respublikos Ministro Pirmininko patarėja kultūros ir UNESCO klausimais Edita Utarienė Lietuvos Respublikos Prezidento Švietimo, mokslo ir kultūros grupės patarėjas Saulius Olencevičius Lietuvos Respublikos Prezidento Švietimo, mokslo ir kultūros grupės vadovė, vyriausioji patarėja Jolanta Karpavičienė Vilniaus universiteto Filosofijos fakulteto dekanas profesorius Jonas Dagys ​",Ateities komitetas,,V.  GrubliauskasK.  VilkauskasS.  KairysG.  ViliūnasA.  GrigienėA.  Jonaitienė,
2025-04-30,Posėdžio darbotvarkės tvirtinimas,Ateities komitetas,,V.  GrubliauskasK.  Gulbinskienė,
2025-04-30,Dėl Valstybės pažangos tarybos sudėties atnaujinimo Kviečiami dalyvauti: ​Ministro Pirmininko patarėjas ryšių su valstybės institucijomis klausimais Tadas Vinokur Vyriausybės kanceliarijos Strateginio valdymo grupės patarėja Modesta Kairytė,Ateities komitetas,,V.  GrubliauskasG.  Viliūnas,
2025-04-30,"Dėl Millenium projekto pristatymo Kviečiami dalyvauti: ​ Vilniaus universiteto Ekonomikos ir verslo
administravimo fakulteto docentė, Millenium projekto grupės Lietuvoje vadovė dr. Erika Vaiginienė ​",Ateities komitetas,,V.  GrubliauskasG.  Viliūnas,
2025-04-30,Dėl Seimo Ateities komiteto sprendimo dėl Regionų ministerijos modelio  projekto,Ateities komitetas,,I.  GelažnikienėE.  KirkutisS.  KairysA.  AugustinaitisM.  Paulauskė,
2025-04-30,Kiti klausimai,Ateities komitetas,,V.  GrubliauskasK.  Gulbinskienė,
