date,committee,question,project,responsible,attendees
2025-04-23,Sveikatos reikalų komitetas,Apsilankymas Respublikinėje Klaipėdos ligoninėje. Susitikimas su Respublikinės Klaipėdos ligoninės administracija,,L.  Šukytė-KorsakėA.  BusilaJ.  SejonienėJ.  ŠuklinJ.  BandzienėK.  CivilkienėD.  Žukauskė,
2025-04-16,Sveikatos reikalų komitetas,Posėdžio darbotvarkės tvirtinimas,,L.  Šukytė-KorsakėJ.  Bandzienė,
2025-04-16,Sveikatos reikalų komitetas,Sveikatos apsaugos ministerijos ir Registrų centro informacija dėl priemonių Lietuvos e.sveikatos sistemos įgyvendinimo problemoms spręsti,,O.  LeiputėJ.  SejonienėK.  Civilkienė,
2025-04-16,Sveikatos reikalų komitetas,"Alkoholio kontrolės įstatymo Nr. I-857 2, 10-1, 12, 17 straipsnių pakeitimo įstatymo projektas",I-857,R.  ŽemaitaitisR. J.  JankūnasE.  Jankauskas,
2025-04-16,Sveikatos reikalų komitetas,Kiti klausimai. Dėl kito Komiteto posėdžio,,L.  Šukytė-KorsakėJ.  Bandzienė,
2025-04-16,Sveikatos reikalų komitetas,Posėdžio darbotvarkės tvirtinimas,,L.  Šukytė-KorsakėJ.  Bandzienė,
2025-04-16,Sveikatos reikalų komitetas,"Dėl sveikatos apsaugos sistemos pasirengimo veikti karo padėties sąlygomis ( uždaras ) Kviečiami dalyvauti: ​Sveikatos apsaugos ministerijos, Krašto apsaugos ministerijos atstovai",,L.  Šukytė-KorsakėA.  BusilaJ.  SejonienėJ.  ŠuklinE.  Jankauskas,
2025-04-09,Sveikatos reikalų komitetas,Posėdžio darbotvarkės tvirtinimas,,L.  Šukytė-KorsakėJ.  Bandzienė,
2025-04-09,Sveikatos reikalų komitetas,"Sveikatos apsaugos ministerijos ir Valstybinės ligonių kasos informacija dėl ligų prevencijos programų, kurių išlaidos kompensuojamos iš Privalomojo sveikatos draudimo fondo biudžeto lėšų, vykdymo",,L.  Šukytė-KorsakėJ.  SejonienėV.  Valainytė,
2025-04-09,Sveikatos reikalų komitetas,Seimo kanceliarijos Teisės departamento veiklos pristatymas,,,
2025-04-09,Sveikatos reikalų komitetas,Sveikatos priežiūros įstaigų įstatymo Nr. I-1367 15 straipsnio pakeitimo įstatymo projektas,I-1367,O.  LeiputėJ.  SejonienėV.  Valainytė,
2025-04-09,Sveikatos reikalų komitetas,"Komiteto sprendimas dėl Nacionalinio visuomenės sveikatos centro struktūros ir veiklos pokyčių, leidimų – higienos pasų išdavimo švietimo ir sporto įstaigoms ir valstybinės visuomenės sveikatos saugos kontrolės",,S.  ČaplinskasJ.  ŠuklinE.  Jankauskas,
2025-04-09,Sveikatos reikalų komitetas,Kiti klausimai. Dėl kito Komiteto posėdžio,,L.  Šukytė-KorsakėJ.  Bandzienė,
